runid                 	all	cml-with-partial-context	majority0.1	majority0.1	majority-with-partial-context0.1	majority-hit-jaccard	majority-hit-jaccard	majority-hit-jaccard-with-partial-context	majority-hit	majority-hit	majority-hit-with-partial-context	ml-frequency	ml-frequency	ml-frequency-with-partial-context	ml-jaccard	ml-jaccard	ml-jaccard-with-partial-context	ml-ngram	ml-ngram
ndcg_cut_12           	1668711967	0.0000	0.5615	0.0635	0.5615	0.2842	0.2842	0.3438	0.3151	0.2348	0.3151	0.5619	0.2135	0.5619	0.5505	0.5505	0.5552	0.5691	0.2135
ndcg_cut_13           	1668711967	0.0000	0.5383	0.1022	0.5383	0.2725	0.2725	0.3295	0.3434	0.2251	0.3434	0.5800	0.2047	0.5800	0.5690	0.5690	0.5735	0.5869	0.2047
ndcg_cut_14           	1668711967	0.0000	0.5562	0.0982	0.5562	0.3006	0.3006	0.3168	0.3301	0.2164	0.3301	0.5575	0.1968	0.5575	0.5470	0.5470	0.5513	0.5642	0.1968
ndcg_cut_15           	1668711967	0.0000	0.5359	0.0947	0.5359	0.2897	0.2897	0.3052	0.3181	0.2085	0.3181	0.5372	0.1896	0.5372	0.5271	0.5271	0.5312	0.5436	0.1896
ndcg_cut_16           	1668711967	0.0000	0.5175	0.0914	0.5175	0.2797	0.2797	0.2947	0.3072	0.2013	0.3072	0.5187	0.2175	0.5187	0.5434	0.5434	0.5474	0.5249	0.1831
ndcg_cut_17           	1668711967	0.0000	0.5006	0.0884	0.5006	0.2706	0.2706	0.2851	0.2971	0.1948	0.2971	0.5018	0.2104	0.5018	0.5256	0.5256	0.5295	0.5077	0.2098
ndcg_cut_18           	1668711967	0.0000	0.5006	0.0884	0.5006	0.2706	0.2706	0.2851	0.2971	0.1948	0.2971	0.5018	0.2104	0.5018	0.5256	0.5256	0.5295	0.5077	0.2098
ndcg_cut_19           	1668711967	0.0000	0.5006	0.0884	0.5006	0.2706	0.2706	0.2851	0.2971	0.2263	0.2971	0.5018	0.2104	0.5018	0.5256	0.5256	0.5295	0.5077	0.2098
ndcg_cut_20           	1668711967	0.0000	0.5006	0.1194	0.5006	0.2706	0.2706	0.2851	0.2971	0.2263	0.2971	0.5328	0.2104	0.5328	0.5256	0.5256	0.5295	0.5077	0.2098
num_ret               	1689442184	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
num_rel               	1689442184	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
num_rel_ret           	1689442184	1	2	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	2
map                   	1689442184	0.0208	0.0613	0.0128	0.0613	0.0167	0.0167	0.0167	0.0185	0.3333	0.0185	0.0556	0.3333	0.0556	0.0556	0.0556	0.0556	0.0556	0.3333
iprec_at_recall_0.00  	1689442184	0.1250	0.2500	0.0769	0.2500	0.1000	0.1000	0.1000	0.1111	1.0000	0.1111	0.3333	1.0000	0.3333	0.3333	0.3333	0.3333	0.3333	1.0000
iprec_at_recall_0.10  	1689442184	0.1250	0.2500	0.0769	0.2500	0.1000	0.1000	0.1000	0.1111	1.0000	0.1111	0.3333	1.0000	0.3333	0.3333	0.3333	0.3333	0.3333	1.0000
iprec_at_recall_0.20  	1689442184	0.0000	0.1176	0.0000	0.1176	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
iprec_at_recall_0.30  	1689442184	0.0000	0.1176	0.0000	0.1176	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
iprec_at_recall_0.40  	1689442184	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.50  	1689442184	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.60  	1689442184	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.70  	1689442184	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.80  	1689442184	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.90  	1689442184	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_1.00  	1689442184	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ndcg_cut_01            	1689442184	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
ndcg_cut_02            	1689442184	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
ndcg_cut_03            	1689442184	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7654	0.0000	0.2346	0.7654	0.2346	0.2346	0.2346	0.2346	0.2346	0.7654
ndcg_cut_04            	1689442184	0.0000	0.1681	0.0000	0.1681	0.0000	0.0000	0.0000	0.0000	0.6367	0.0000	0.1952	0.6367	0.1952	0.1952	0.1952	0.1952	0.1952	0.6367
ndcg_cut_05            	1689442184	0.0000	0.1461	0.0000	0.1461	0.0000	0.0000	0.0000	0.0000	0.5531	0.0000	0.1696	0.5531	0.1696	0.1696	0.1696	0.1696	0.1696	0.5531
ndcg_cut_06            	1689442184	0.0000	0.1377	0.0000	0.1377	0.0000	0.0000	0.0000	0.0000	0.5216	0.0000	0.1599	0.5216	0.1599	0.1599	0.1599	0.1599	0.1599	0.5216
ndcg_cut_07            	1689442184	0.0000	0.1377	0.0000	0.1377	0.0000	0.0000	0.0000	0.0000	0.5216	0.0000	0.1599	0.5216	0.1599	0.1599	0.1599	0.1599	0.1599	0.5216
ndcg_cut_08            	1689442184	0.1009	0.1377	0.0000	0.1377	0.0000	0.0000	0.0000	0.0000	0.5216	0.0000	0.1599	0.5216	0.1599	0.1599	0.1599	0.1599	0.1599	0.5216
ndcg_cut_09            	1689442184	0.1009	0.1377	0.0000	0.1377	0.0000	0.0000	0.0000	0.0963	0.5216	0.0963	0.1599	0.5216	0.1599	0.1599	0.1599	0.1599	0.1599	0.5216
ndcg_cut_10           	1689442184	0.1009	0.1377	0.0000	0.1377	0.0925	0.0925	0.0925	0.0963	0.5216	0.0963	0.1599	0.5216	0.1599	0.1599	0.1599	0.1599	0.1599	0.5216
ndcg_cut_11           	1689442184	0.1009	0.1377	0.0000	0.1377	0.0925	0.0925	0.0925	0.0963	0.5216	0.0963	0.1599	0.5216	0.1599	0.1599	0.1599	0.1599	0.1599	0.5216
ndcg_cut_12           	1689442184	0.1009	0.1377	0.0000	0.1377	0.0925	0.0925	0.0925	0.0963	0.5216	0.0963	0.1599	0.5216	0.1599	0.1599	0.1599	0.1599	0.1599	0.5216
ndcg_cut_13           	1689442184	0.1009	0.1377	0.0840	0.1377	0.0925	0.0925	0.0925	0.0963	0.5216	0.0963	0.1599	0.5216	0.1599	0.1599	0.1599	0.1599	0.1599	0.5216
ndcg_cut_14           	1689442184	0.1009	0.1377	0.0840	0.1377	0.0925	0.0925	0.0925	0.0963	0.5216	0.0963	0.1599	0.5216	0.1599	0.1599	0.1599	0.1599	0.1599	0.5216
ndcg_cut_15           	1689442184	0.1009	0.1377	0.0840	0.1377	0.0925	0.0925	0.0925	0.0963	0.5216	0.0963	0.1599	0.5216	0.1599	0.1599	0.1599	0.1599	0.1599	0.5216
ndcg_cut_16           	1689442184	0.1009	0.1377	0.0840	0.1377	0.0925	0.0925	0.0925	0.0963	0.5216	0.0963	0.1599	0.5216	0.1599	0.1599	0.1599	0.1599	0.1599	0.5216
ndcg_cut_17           	1689442184	0.1009	0.2144	0.0840	0.2144	0.0925	0.0925	0.0925	0.0963	0.5216	0.0963	0.1599	0.5216	0.1599	0.1599	0.1599	0.1599	0.1599	0.5216
ndcg_cut_18           	1689442184	0.1009	0.2144	0.0840	0.2144	0.0925	0.0925	0.0925	0.0963	0.5216	0.0963	0.1599	0.5216	0.1599	0.1599	0.1599	0.1599	0.1599	0.5216
ndcg_cut_19           	1689442184	0.1009	0.2144	0.0840	0.2144	0.0925	0.0925	0.0925	0.0963	0.5216	0.0963	0.1599	0.5216	0.1599	0.1599	0.1599	0.1599	0.1599	0.5216
ndcg_cut_20           	1689442184	0.1009	0.2144	0.0840	0.2144	0.0925	0.0925	0.0925	0.0963	0.5216	0.0963	0.1599	0.5216	0.1599	0.1599	0.1599	0.1599	0.1599	0.5216
num_ret               	1744816435	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
num_rel               	1744816435	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38
num_rel_ret           	1744816435	0	11	5	6	9	6	6	9	3	7	10	6	11	10	11	11	10	5
map                   	1744816435	0.0000	0.1513	0.0348	0.0611	0.0896	0.0355	0.0370	0.0913	0.0106	0.0479	0.1456	0.0499	0.1162	0.1407	0.1225	0.1225	0.1456	0.0341
iprec_at_recall_0.00  	1744816435	0.0000	0.6667	0.3077	0.4444	0.4667	0.3158	0.3158	0.5000	0.1667	0.3500	0.6667	0.4000	0.5500	0.6667	0.5500	0.5500	0.6667	0.2941
iprec_at_recall_0.10  	1744816435	0.0000	0.5714	0.3077	0.4444	0.4667	0.3158	0.3158	0.5000	0.0000	0.3500	0.6667	0.3529	0.5500	0.6667	0.5500	0.5500	0.6667	0.2941
iprec_at_recall_0.20  	1744816435	0.0000	0.5556	0.0000	0.0000	0.4500	0.0000	0.0000	0.4737	0.0000	0.0000	0.6000	0.0000	0.5500	0.6000	0.5500	0.5500	0.6000	0.0000
iprec_at_recall_0.30  	1744816435	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.40  	1744816435	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.50  	1744816435	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.60  	1744816435	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.70  	1744816435	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.80  	1744816435	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.90  	1744816435	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_1.00  	1744816435	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ndcg_cut_01            	1744816435	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ndcg_cut_02            	1744816435	0.0000	0.3869	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3869	0.3869	0.0000	0.0000
ndcg_cut_03            	1744816435	0.0000	0.5307	0.0000	0.2346	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2346	0.0000	0.0000	0.0000	0.2961	0.2961	0.2346	0.0000
ndcg_cut_04            	1744816435	0.0000	0.4415	0.0000	0.1952	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3633	0.1681	0.0000	0.1681	0.2463	0.2463	0.3633	0.0000
ndcg_cut_05            	1744816435	0.0000	0.3836	0.1312	0.3008	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4469	0.2773	0.0000	0.2773	0.2140	0.2140	0.4469	0.1312
ndcg_cut_06            	1744816435	0.0000	0.4500	0.1171	0.2684	0.1078	0.1078	0.0000	0.1078	0.0000	0.0000	0.3987	0.2474	0.1078	0.3552	0.1909	0.1909	0.3987	0.1171
ndcg_cut_07            	1744816435	0.0000	0.5004	0.1980	0.2438	0.1895	0.0979	0.0000	0.1895	0.0000	0.0000	0.4538	0.2247	0.1895	0.4143	0.1734	0.1734	0.4538	0.1980
ndcg_cut_08            	1744816435	0.0000	0.4605	0.1822	0.3041	0.1744	0.0901	0.0798	0.1744	0.0000	0.0798	0.4974	0.2068	0.1744	0.4610	0.2394	0.2394	0.4974	0.1822
ndcg_cut_09            	1744816435	0.0000	0.4279	0.1693	0.3534	0.2328	0.0837	0.1449	0.2328	0.0000	0.0741	0.5329	0.1922	0.2328	0.4991	0.2224	0.2224	0.5329	0.1693
ndcg_cut_10           	1744816435	0.0000	0.4007	0.1585	0.3309	0.2816	0.0784	0.1357	0.2816	0.0000	0.0694	0.4990	0.1799	0.2180	0.4674	0.2083	0.2083	0.4990	0.1585
ndcg_cut_11           	1744816435	0.0000	0.3775	0.1493	0.3117	0.3232	0.0739	0.1278	0.3232	0.0000	0.1233	0.4702	0.2274	0.2054	0.4982	0.2541	0.2541	0.4702	0.1493
ndcg_cut_12           	1744816435	0.0000	0.4105	0.1945	0.3483	0.3060	0.1230	0.1211	0.3591	0.0531	0.1698	0.4452	0.2153	0.2476	0.4718	0.2937	0.2937	0.4452	0.1945
ndcg_cut_13           	1744816435	0.0000	0.4394	0.2340	0.3312	0.2910	0.1170	0.1151	0.3415	0.0995	0.1615	0.4724	0.2538	0.2845	0.4486	0.3283	0.3283	0.4724	0.1849
ndcg_cut_14           	1744816435	0.0000	0.4650	0.2233	0.3161	0.3234	0.1116	0.1555	0.3259	0.0950	0.1541	0.4965	0.2422	0.3171	0.4738	0.3589	0.3589	0.4965	0.1765
ndcg_cut_15           	1744816435	0.0000	0.4452	0.2138	0.3026	0.3522	0.1069	0.1488	0.3120	0.0909	0.1902	0.5180	0.2319	0.3036	0.4962	0.3436	0.3436	0.5180	0.2116
ndcg_cut_16           	1744816435	0.0000	0.4674	0.2052	0.2905	0.3381	0.1427	0.1830	0.2995	0.0873	0.2226	0.4972	0.2627	0.3315	0.4763	0.3699	0.3699	0.4972	0.2031
ndcg_cut_17           	1744816435	0.0000	0.4875	0.1975	0.3173	0.3253	0.1751	0.1760	0.3260	0.0840	0.2142	0.4784	0.2905	0.3568	0.4583	0.3937	0.3937	0.4784	0.2333
ndcg_cut_18           	1744816435	0.0000	0.5059	0.2262	0.3059	0.3137	0.2046	0.2055	0.3501	0.1167	0.2423	0.4613	0.2801	0.3798	0.4419	0.4154	0.4154	0.4613	0.2249
ndcg_cut_19           	1744816435	0.0000	0.4887	0.2185	0.2955	0.3370	0.2316	0.2325	0.3722	0.1128	0.2341	0.4796	0.2706	0.4008	0.4609	0.4353	0.4353	0.4796	0.2173
ndcg_cut_20           	1744816435	0.0000	0.5052	0.2114	0.2860	0.3585	0.2241	0.2250	0.3601	0.1091	0.2589	0.4641	0.2619	0.4202	0.4460	0.4535	0.4535	0.4641	0.2103
num_ret               	1796458291	20	12	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
num_rel               	1796458291	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13
num_rel_ret           	1796458291	0	4	4	6	4	6	5	4	4	6	2	2	2	2	2	2	2	2
map                   	1796458291	0.0000	0.1816	0.2296	0.2962	0.1487	0.2570	0.2330	0.1754	0.1382	0.2711	0.0897	0.1538	0.1538	0.0897	0.1154	0.1282	0.0897	0.1538
iprec_at_recall_0.00  	1796458291	0.0000	0.7500	1.0000	1.0000	0.6000	0.7500	0.8000	0.7500	0.6000	0.8000	0.6667	1.0000	1.0000	0.6667	1.0000	1.0000	0.6667	1.0000
iprec_at_recall_0.10  	1796458291	0.0000	0.7500	1.0000	1.0000	0.6000	0.7500	0.8000	0.7500	0.6000	0.8000	0.6667	1.0000	1.0000	0.6667	0.5000	0.6667	0.6667	1.0000
iprec_at_recall_0.20  	1796458291	0.0000	0.7500	0.7500	0.7500	0.6000	0.7500	0.8000	0.7500	0.6000	0.8000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.30  	1796458291	0.0000	0.4444	0.2353	0.4000	0.3333	0.6667	0.8000	0.3636	0.3636	0.8000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.40  	1796458291	0.0000	0.0000	0.0000	0.3158	0.0000	0.4000	0.0000	0.0000	0.0000	0.3529	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.50  	1796458291	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.60  	1796458291	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.70  	1796458291	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.80  	1796458291	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.90  	1796458291	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_1.00  	1796458291	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ndcg_cut_01            	1796458291	0.0000	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000
ndcg_cut_02            	1796458291	0.0000	0.3869	0.6934	0.6934	0.3869	0.3869	0.3869	0.3869	0.0000	0.3869	0.3869	0.8066	0.8066	0.3869	0.6131	0.6131	0.3869	0.8066
ndcg_cut_03            	1796458291	0.0000	0.4683	0.6013	0.6013	0.3354	0.4683	0.4683	0.4683	0.2658	0.4683	0.4683	0.6994	0.6994	0.4683	0.5317	0.6646	0.4683	0.6994
ndcg_cut_04            	1796458291	0.0000	0.5230	0.6422	0.6422	0.4037	0.5230	0.5230	0.5230	0.3412	0.5230	0.4202	0.6275	0.6275	0.4202	0.5798	0.5963	0.4202	0.6275
ndcg_cut_05            	1796458291	0.0000	0.4788	0.5880	0.5880	0.4541	0.4788	0.5633	0.4788	0.3969	0.5633	0.3847	0.5745	0.5745	0.3847	0.5308	0.5459	0.3847	0.5745
ndcg_cut_06            	1796458291	0.0000	0.4442	0.5455	0.5455	0.4213	0.5164	0.5226	0.4442	0.3682	0.5226	0.3570	0.5331	0.5331	0.3570	0.4925	0.5065	0.3570	0.5331
ndcg_cut_07            	1796458291	0.0000	0.4161	0.5110	0.5110	0.3947	0.4837	0.4895	0.4161	0.3450	0.4895	0.3344	0.4993	0.4993	0.3344	0.4613	0.4745	0.3344	0.4993
ndcg_cut_08            	1796458291	0.0000	0.3926	0.4822	0.4822	0.3724	0.4564	0.4619	0.3926	0.3255	0.4619	0.3155	0.4711	0.4711	0.3155	0.4353	0.4477	0.3155	0.4711
ndcg_cut_09            	1796458291	0.0000	0.4237	0.4575	0.4575	0.3533	0.4331	0.4383	0.3725	0.3088	0.4383	0.2994	0.4470	0.4470	0.2994	0.4130	0.4248	0.2994	0.4470
ndcg_cut_10           	1796458291	0.0000	0.4038	0.4361	0.4829	0.3368	0.4128	0.4177	0.3551	0.2944	0.4177	0.2853	0.4261	0.4261	0.2853	0.3937	0.4049	0.2853	0.4261
ndcg_cut_11           	1796458291	0.0000	0.3864	0.4172	0.4620	0.3222	0.3949	0.3997	0.3830	0.3249	0.4429	0.2730	0.4077	0.4077	0.2730	0.3766	0.3874	0.2730	0.4077
ndcg_cut_12           	1796458291	0.0000	0.3709	0.4005	0.4434	0.3495	0.3791	0.3836	0.3676	0.3118	0.4251	0.2620	0.3913	0.3913	0.2620	0.3615	0.3718	0.2620	0.3913
ndcg_cut_13           	1796458291	0.0000	0.3569	0.3854	0.4644	0.3363	0.3648	0.3692	0.3538	0.3001	0.4091	0.2522	0.3766	0.3766	0.2522	0.3479	0.3578	0.2522	0.3766
ndcg_cut_14           	1796458291	0.0000	0.3569	0.3854	0.4644	0.3363	0.4015	0.3692	0.3538	0.3001	0.4091	0.2522	0.3766	0.3766	0.2522	0.3479	0.3578	0.2522	0.3766
ndcg_cut_15           	1796458291	0.0000	0.3569	0.3854	0.4644	0.3363	0.4372	0.3692	0.3538	0.3001	0.4091	0.2522	0.3766	0.3766	0.2522	0.3479	0.3578	0.2522	0.3766
ndcg_cut_16           	1796458291	0.0000	0.3569	0.3854	0.4644	0.3363	0.4372	0.4042	0.3538	0.3001	0.4091	0.2522	0.3766	0.3766	0.2522	0.3479	0.3578	0.2522	0.3766
ndcg_cut_17           	1796458291	0.0000	0.3569	0.4197	0.4644	0.3363	0.4372	0.4042	0.3538	0.3001	0.4435	0.2522	0.3766	0.3766	0.2522	0.3479	0.3578	0.2522	0.3766
ndcg_cut_18           	1796458291	0.0000	0.3569	0.4197	0.4644	0.3363	0.4372	0.4042	0.3538	0.3001	0.4435	0.2522	0.3766	0.3766	0.2522	0.3479	0.3578	0.2522	0.3766
ndcg_cut_19           	1796458291	0.0000	0.3569	0.4197	0.5306	0.3363	0.4372	0.4042	0.3538	0.3001	0.4435	0.2522	0.3766	0.3766	0.2522	0.3479	0.3578	0.2522	0.3766
ndcg_cut_20           	1796458291	0.0000	0.3569	0.4197	0.5306	0.3363	0.4372	0.4042	0.3538	0.3001	0.4435	0.2522	0.3766	0.3766	0.2522	0.3479	0.3578	0.2522	0.3766
num_ret               	1802054300	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
num_rel               	1802054300	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29
num_rel_ret           	1802054300	3	6	1	5	7	6	5	7	7	7	6	7	6	6	6	6	6	7
map                   	1802054300	0.0173	0.0682	0.0057	0.0634	0.1923	0.1658	0.1456	0.1996	0.1187	0.1622	0.1770	0.1521	0.1344	0.1770	0.1663	0.1491	0.1770	0.1473
iprec_at_recall_0.00  	1802054300	0.1818	0.5000	0.1667	0.4545	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
iprec_at_recall_0.10  	1802054300	0.1765	0.5000	0.0000	0.4545	1.0000	1.0000	1.0000	1.0000	0.4615	1.0000	1.0000	0.7500	0.6000	1.0000	1.0000	1.0000	1.0000	0.7500
iprec_at_recall_0.20  	1802054300	0.0000	0.3000	0.0000	0.0000	0.3750	0.4286	0.0000	0.4000	0.4615	0.5000	0.3000	0.5385	0.4000	0.3000	0.6000	0.3000	0.3000	0.5000
iprec_at_recall_0.30  	1802054300	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.40  	1802054300	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.50  	1802054300	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.60  	1802054300	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.70  	1802054300	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.80  	1802054300	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.90  	1802054300	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_1.00  	1802054300	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ndcg_cut_01            	1802054300	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000
ndcg_cut_02            	1802054300	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.5000	0.5000	0.3066	0.5000	0.5000	0.3066	0.5000	0.5000	0.5000	0.5000	0.5000	0.3066
ndcg_cut_03            	1802054300	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.5000	0.5000	0.2346	0.5000	0.5000	0.3520	0.3827	0.5000	0.5000	0.5000	0.5000	0.3520
ndcg_cut_04            	1802054300	0.0000	0.1681	0.0000	0.0841	0.5000	0.4159	0.4159	0.5000	0.1952	0.4159	0.5000	0.3768	0.3183	0.5000	0.4159	0.4159	0.5000	0.3768
ndcg_cut_05            	1802054300	0.0000	0.2265	0.0000	0.2186	0.4649	0.3867	0.3867	0.6053	0.1815	0.3867	0.4649	0.3504	0.3662	0.4649	0.3867	0.3867	0.4649	0.3504
ndcg_cut_06            	1802054300	0.0000	0.2735	0.0607	0.2053	0.5581	0.4240	0.4240	0.5686	0.2312	0.3633	0.5581	0.3291	0.3440	0.5581	0.4240	0.4240	0.5581	0.3291
